problem_id,original_src,changed_src,error,stderr,token_similarity,syntax_similarity,semantic_similarity,final_similarity
p02852,"import sys

sys.setrecursionlimit(10**9)

n, m = map(int, input().split())
s = input()


def solve(t):
    if len(t) <= m + 1:
        return [len(t) - 1]
    for i in reversed(range(1, m + 1)):
        if t[len(t) - 1 - i] == ""0"":
            cand = solve(t[:-i])
            if len(cand) != 0:
                cand.append(i)
                return cand

    return []


cnt1_continuous = 0
cnt = 0
for i in range(n + 1):
    if s[i] == ""1"":
        cnt += 1
        if i == n:
            cnt1_continuous = max(cnt1_continuous, cnt)
    else:
        cnt1_continuous = max(cnt1_continuous, cnt)
        cnt = 0

if cnt1_continuous >= m:
    print(-1)
else:
    print(*solve(s))
","import sys

sys.setrecursionlimit(10**9)

n, m = map(int, input().split())
s = input()


def solve(t):
    if len(t) <= m + 1:
        return [len(t) - 1]
    for i in reversed(range(1, m + 1)):
        if t[len(t) - 1 - i] == ""0"":
            cand = solve(t[:-i])
            if len(cand) != 0:
                cand.append(i)
                return cand

    return []


cnt1_continuous = 0
cnt = 0
for i in range(n + 1):
    if s[i] == ""1"":
        cnt += 1
        if i == n:
            cnt1_continuous = max(cnt1_continuous, cnt)
    else:
        cnt1_continuous = max(cnt1_continuous, cnt)
        cnt = 0

if cnt1_continuous >= m:
    print(-1)
else:
    if m == 1:
        ans = [1] * n
    else:
        ans = solve(s)
    print(*ans)
",TLE,No Error Output,0.8983050847457628,0.9463934236424685,0.9834402799606323,0.9467856645007223
p02854,"N = int(input())
arr = list(map(int, input().split()))
min_delta = sum(arr)
for i in range(1, N):
    min_delta = min(abs(sum(arr[:i]) - sum(arr[i:])), min_delta)

print(min_delta)
","N = int(input())
arr = list(map(int, input().split()))
first = 0
second = sum(arr)
min_delta = second - first
for i in range(N):
    first += arr[i]
    second -= arr[i]
    min_delta = min(abs(second - first), min_delta)

print(min_delta)
",TLE,No Error Output,0.6086956521739131,0.6304611650485437,0.9568945169448853,0.7545048519446911
p02854,"N = int(input())
A = list(map(int, input().split()))
L, R, df = 0, N - 1, A[0] - A[N - 1]

while R - L > 1:
    if df < 0:
        L += (1,)
        df += A[L]
    else:
        R -= 1
        df -= A[R]
print(abs(df))
","N = int(input())
A = list(map(int, input().split()))
L, R, df = 0, N - 1, A[0] - A[N - 1]

while R - L > 1:
    if df < 0:
        L += 1
        df += A[L]
    else:
        R -= 1
        df -= A[R]
print(abs(df))
",TypeError: unsupported operand type(s) for +=: 'int' and 'tuple',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02854/Python/s340152642.py"", line 7, in <module>
    L += 1,
TypeError: unsupported operand type(s) for +=: 'int' and 'tuple'
",0.967741935483871,0.993309315491508,0.9978629350662231,0.987460549319103
p02854,"n = int(input())
a = list(map(int, input().split()))
ans = 10**10
for i in range(1, len(a)):
    ans = min(ans, abs(sum(a[:i]) - sum(a[i:])))
print(ans)
","n = int(input())
a = list(map(int, input().split()))
L = sum(a)
l = 0
i = 0
while l < L / 2:
    l += a[i]
    i += 1
print(min(abs(sum(a[: i - 1]) - sum(a[i - 1 :])), abs(sum(a[:i]) - sum(a[i:]))))
",TLE,No Error Output,0.36,0.4107850911974623,0.8599586486816406,0.575218986831895
p02854,"#!/usr/bin/env python3
n, *a = map(int, open(0).read().split())
s = sum(a)
r = [sum(a[: i + 1]) for i in range(n)]
print(min(abs(2 * i - s) for i in r))
","#!/usr/bin/env python3
n, *a = map(int, open(0).read().split())
s = sum(a)
r = [a[0]]
for i in range(1, n):
    r.append(r[i - 1] + a[i])
print(min(abs(2 * i - s) for i in r))
",TLE,No Error Output,0.76,0.7385841250383083,0.9740308523178101,0.8391875784386165
p02854,"n = int(input())
a = list(map(int, input().split()))
x = 2020202020
for i in range(1, n):
    x = min(x, abs(sum(a[:i]) - sum(a[i:])))
print(x)
","n = int(input())
a = list(map(int, input().split()))
x = 0
y = sum(a)
ans = 2020202020
for i in range(n - 1):
    x += a[i]
    y -= a[i]
    ans = min(ans, abs(x - y))
print(ans)
",TLE,No Error Output,0.48,0.6148432501599488,0.9305108189582825,0.7006573026312977
p02855,"H, W, K = map(int, input().split())
c = []
cnt = [0] * W
num = 0
A = [[0] * W for _ in range(H)]

for i in range(H):
    row = list(input())
    c.append(row)
    cnt[i] = row.count(""#"")


def solve(cl, cr):
    global num
    P = []
    for i in range(cl, cr + 1):
        for j in range(W):
            if c[i][j] == ""#"":
                P.append(j)
    P = sorted(P)
    for i in range(len(P)):
        v1 = 0
        v2 = W - 1
        if i >= 1:
            v1 = P[i - 1] + 1
        if i < len(P) - 1:
            v2 = P[i]
        num += 1
        for j in range(cl, cr + 1):
            for k in range(v1, v2 + 1):
                A[j][k] = num


vec = []
for i in range(H):
    if cnt[i] >= 1:
        vec.append(i)
for i in range(len(vec)):
    v1 = 0
    v2 = H - 1
    if i >= 1:
        v1 = vec[i - 1] + 1
    if i < len(vec) - 1:
        v2 = vec[i]
    solve(v1, v2)
for i in range(H):
    print(*A[i])
","H, W, K = map(int, input().split())
c = []
cnt = [0] * H
num = 0
A = [[0] * W for _ in range(H)]

for i in range(H):
    row = list(input())
    c.append(row)
    cnt[i] = row.count(""#"")


def solve(cl, cr):
    global num
    P = []
    for i in range(cl, cr + 1):
        for j in range(W):
            if c[i][j] == ""#"":
                P.append(j)
    P = sorted(P)
    for i in range(len(P)):
        v1 = 0
        v2 = W - 1
        if i >= 1:
            v1 = P[i - 1] + 1
        if i < len(P) - 1:
            v2 = P[i]
        num += 1
        for j in range(cl, cr + 1):
            for k in range(v1, v2 + 1):
                A[j][k] = num


vec = []
for i in range(H):
    if cnt[i] >= 1:
        vec.append(i)
for i in range(len(vec)):
    v1 = 0
    v2 = H - 1
    if i >= 1:
        v1 = vec[i - 1] + 1
    if i < len(vec) - 1:
        v2 = vec[i]
    solve(v1, v2)
for i in range(H):
    print(*A[i])
",0,No Error Output,1.0,0.9998545877562891,0.9991869926452637,0.9996311733849922
p02858,"from math import gcd

mod = 10**9 + 7
n, m, t = map(int, input().split())
a = gcd(n, t)
b = gcd(m, t)
n //= a
m //= b
ret = pow(2, n, mod) + pow(2, m, mod) + pow(2, gcd(n, m), mod) - 3
print(pow(ret, a * b, mod))
","from fractions import gcd

mod = 10**9 + 7
n, m, t = map(int, input().split())
a = gcd(n, t)
b = gcd(m, t)
n //= a
m //= b
ret = pow(2, n, mod) + pow(2, m, mod) + pow(2, gcd(n, m), mod) - 3
print(pow(ret, a * b, mod))
",0,No Error Output,0.96875,0.9968051118210862,0.9766445159912109,0.9803243399428102
p02859,"r = input()
print(r**2)
","r = int(input())
print(r**2)
",TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s029967199.py"", line 2, in <module>
    print(r ** 2)
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",0.75,0.9014084507042254,0.9708452224731445,0.8837606242005254
p02859,"N = input()
print(N**2)
","N = int(input())
print(N**2)
",TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s490869549.py"", line 2, in <module>
    print(N**2)
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",0.75,0.9014084507042254,0.9730479121208191,0.8846417000595952
p02859,"r = int(input)

print(int(r**2))
","r = int(input())

print(int(r**2))
","TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s021145542.py"", line 1, in <module>
    r = int(input)
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'
",0.75,0.9578544061302682,0.9953197240829468,0.9104842114722591
p02859,"r = input()
ans = r * r
print(ans)
","r = int(input())
ans = r * r
print(ans)
",TypeError: can't multiply sequence by non-int of type 'str',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s972374104.py"", line 2, in <module>
    ans = r * r
TypeError: can't multiply sequence by non-int of type 'str'
",0.8333333333333334,0.379436964504284,0.9584310054779053,0.7472034915424473
p02859,"r = int(input)
print(r**2)
","r = int(input())
print(r**2)
","TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s774524260.py"", line 1, in <module>
    r = int(input)
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'
",0.75,0.9503759398496241,0.9943885803222656,0.9078682140837935
p02859,"r = int(input().split())
print(r * r)
","r = int(input().strip())
print(r * r)
","TypeError: int() argument must be a string, a bytes-like object or a real number, not 'list'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s880229188.py"", line 1, in <module>
    r = int(input().split())
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'list'
",0.8333333333333334,0.9907621247113164,0.8287022709846497,0.8787095458072548
p02859,"from sys import stdin

r = stdin.readline().rstrip()

print(r**2)
","from sys import stdin

r = int(stdin.readline().rstrip())

print(r**2)
",TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s930082773.py"", line 5, in <module>
    print(r ** 2)
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",0.875,0.9417571569595261,0.9891567826271057,0.9406898601387002
p02859,"r = int(input)
x = r**2
print(x)
","r = int(input())
x = r**2
print(x)
","TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s925177470.py"", line 1, in <module>
    r = int(input)
TypeError: int() argument must be a string, a bytes-like object or a real number, not 'builtin_function_or_method'
",0.8333333333333334,0.442002442002442,0.995336651802063,0.7807353933215577
p02859,"print(int(input() ** 2))
","print(int(input()) ** 2)
",TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s090914848.py"", line 1, in <module>
    print(int(input()**2))
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",0.3333333333333333,0.9044117647058824,0.9974712133407593,0.7703120147480684
p02859,"r = input()
print(r**2)
","r = int(input())
print(r**2)
",TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s447174511.py"", line 2, in <module>
    print(r**2)
TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
",0.75,0.9014084507042254,0.9708452224731445,0.8837606242005254
p02859,"import sys

r = sys.argv[1]
print(int(r) ** 2)
","r = input()
print(int(r) ** 2)
",IndexError: list index out of range,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02859/Python/s456514871.py"", line 2, in <module>
    r = sys.argv[1]
IndexError: list index out of range
",0.625,0.2871536523929471,0.7980221509933472,0.592854956115223
p02860,"def solve(string):
    n, s = string.split()
    n = int(n)
    return ""Yes"" if s[: n // 2] == s[n // 2 :] else ""No""


if __name__ == ""__main__"":
    print(solve(input()))
","def solve(string):
    n, s = string.split()
    n = int(n)
    return ""Yes"" if s[: n // 2] == s[n // 2 :] else ""No""


if __name__ == ""__main__"":
    print(solve(""\n"".join([input(), input()])))
","ValueError: not enough values to unpack (expected 2, got 1)","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02860/Python/s478771892.py"", line 8, in <module>
    print(solve(input()))
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02860/Python/s478771892.py"", line 2, in solve
    n, s = string.split()
ValueError: not enough values to unpack (expected 2, got 1)
",0.9166666666666666,0.9213644524236984,0.989051878452301,0.9470300871080299
p02860,"N = int(input())
S = int(input())
if N % 2 != 0:
    print(""No"")
else:
    arr = list(S)
    s_len = len(arr) // 2
    if arr[s_len:] == arr[:s_len]:
        print(""Yes"")
    else:
        print(""No"")
","N = int(input())
S = input()
if N % 2 != 0:
    print(""No"")
else:
    arr = list(S)
    s_len = len(arr) // 2
    if arr[s_len:] == arr[:s_len]:
        print(""Yes"")
    else:
        print(""No"")
",ValueError: invalid literal for int() with base 10: 'abcabc',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02860/Python/s186953339.py"", line 2, in <module>
    S = int(input())
ValueError: invalid literal for int() with base 10: 'abcabc'
",0.9523809523809523,0.36149732620320857,0.998416006565094,0.7935298862012858
p02860,"n = int(input())
s = input()
ans = ""No""
if n % 2 == 0:
    ans = ""Yes""
    for i in range(n / 2):
        if s[i] != s[n / 2 + i]:
            ans = ""No""
            break
print(ans)
","n = int(input())
s = input()
ans = ""No""
if n % 2 == 0:
    ans = ""Yes""
    for i in range(n // 2):
        if s[i] != s[n // 2 + i]:
            ans = ""No""
            break
print(ans)
",TypeError: 'float' object cannot be interpreted as an integer,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02860/Python/s022164402.py"", line 6, in <module>
    for i in range(n / 2):
TypeError: 'float' object cannot be interpreted as an integer
",0.9615384615384616,0.9963181148748159,0.9985784292221069,0.9867883446128259
p02861,"import sys
from itertools import permutations
from math import factorial

read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines
sys.setrecursionlimit(10**9)
INF = 1 << 60


def distance2(x1, y1, x2, y2):
    return ((x1 - x2) ** 2 + (y1 - y2) ** 2) ** 0.5


def main():
    N = int(readline())
    C = [tuple(map(int, readline().split())) for _ in range(N)]

    dist = [[0] * N for _ in range(N)]
    for i in range(N):
        for j in range(i + 1, N):
            dist[i][j] = dist[j][i] = distance2(*C[i], *C[j])

    ans = 0
    for perm in permutations(range(N)):
        for i in range(N - 1):
            ans += dist[perm[i]][perm[i + 1]]

    print(ans / factorial(N))
    return


if __name__ == ""__main__"":
    main()
","import sys
from itertools import permutations
from math import factorial

read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines
sys.setrecursionlimit(10**9)
INF = 1 << 60


def distance2(x1, y1, x2, y2):
    return ((x1 - x2) ** 2 + (y1 - y2) ** 2) ** 0.5


def main():
    N = int(readline())
    C = [tuple(map(int, readline().split())) for _ in range(N)]

    dist = [[0] * N for _ in range(N)]
    for i in range(N):
        for j in range(i + 1, N):
            dist[i][j] = dist[j][i] = distance2(C[i][0], C[i][1], C[j][0], C[j][1])

    ans = 0
    for perm in permutations(range(N)):
        for i in range(N - 1):
            ans += dist[perm[i]][perm[i + 1]]

    print(ans / factorial(N))
    return


if __name__ == ""__main__"":
    main()
",0,No Error Output,0.948051948051948,0.9659026330744459,0.9904910326004028,0.9703827873780793
p02861,"from itertools import permutations
from functools import reduce
from operator import mul


def solve(string):
    n, *xy = map(int, string.split())
    (*xy,) = zip(*[iter(xy)] * 2)
    return str(
        sum(
            sum(
                ((xy[p0][0] - xy[p1][0]) ** 2 + (xy[p0][1] - xy[p1][1]) ** 2) ** 0.5
                for p0, p1 in zip(list(i), list(i)[1:])
            )
            for i in permutations(range(n), n)
        )
        / reduce(mul, range(1, n + 1))
    )


if __name__ == ""__main__"":
    print(solve(input()))
","from itertools import permutations
from functools import reduce
from operator import mul


def solve(string):
    n, *xy = map(int, string.split())
    (*xy,) = zip(*[iter(xy)] * 2)
    return str(
        sum(
            sum(
                ((xy[p0][0] - xy[p1][0]) ** 2 + (xy[p0][1] - xy[p1][1]) ** 2) ** 0.5
                for p0, p1 in zip(list(i), list(i)[1:])
            )
            for i in permutations(range(n), n)
        )
        / reduce(mul, range(1, n + 1))
    )


if __name__ == ""__main__"":
    n = int(input())
    print(solve(""{}\n"".format(n) + ""\n"".join([input() for _ in range(n)])))
",IndexError: list index out of range,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02861/Python/s645937078.py"", line 18, in <module>
    print(solve(input()))
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02861/Python/s645937078.py"", line 10, in solve
    sum(
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02861/Python/s645937078.py"", line 11, in <genexpr>
    sum(((xy[p0][0] - xy[p1][0])**2 + (xy[p0][1] - xy[p1][1])**2)**0.5
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02861/Python/s645937078.py"", line 11, in <genexpr>
    sum(((xy[p0][0] - xy[p1][0])**2 + (xy[p0][1] - xy[p1][1])**2)**0.5
IndexError: list index out of range
",0.9090909090909091,0.8951105157401206,0.9786319732666016,0.9327132167559495
p02861,"from itertools import permutations

import numpy as np

N = int(input())

xys = []
for _ in range(N):
    xys.append(list(map(int, input().split())))

combs = np.array(list(permutations(xys, N)))
ret = np.array(
    [np.linalg.norm(combs[:, i] - combs[:, i + 1], axis=1) for i in range(N - 1)]
).sum() / len(combs)

print(f""{ret:.10f}"")
","from itertools import permutations

import numpy as np

N = int(input())

xys = []
for _ in range(N):
    xys.append(list(map(int, input().split())))

combs = np.array(list(permutations(xys, N)))
ret = np.array(
    [np.linalg.norm(combs[:, i] - combs[:, i + 1], axis=1) for i in range(N - 1)]
).sum() / len(combs)

print(""{:.10f}"".format(ret))
",TLE,No Error Output,0.972972972972973,0.9556025369978859,0.9450017213821411,0.956573341544114
p02862,"import sys


def input():
    return sys.stdin.readline().strip()


sys.setrecursionlimit(20000000)

MOD = 10**9 + 7
INF = float(""inf"")


class Combination:
    """"""
    O(n)の前計算を1回行うことで，O(1)でnCr mod mを求められる
    n_max = 10**6のとき前処理は約950ms (PyPyなら約340ms, 10**7で約1800ms)
    使用例：
    comb = Combination(1000000)
    print(comb(5, 3))  # 10
    """"""

    def __init__(self, n_max, mod=10**9 + 7):
        self.mod = mod
        self.modinv = self.make_modinv_list(n_max)
        self.fac, self.facinv = self.make_factorial_list(n_max)

    def __call__(self, n, r):
        if n < r:
            return 0
        return self.fac[n] * self.facinv[r] % self.mod * self.facinv[n - r] % self.mod

    def make_factorial_list(self, n):
        # 階乗のリストと階乗のmod逆元のリストを返す O(n)
        # self.make_modinv_list()が先に実行されている必要がある
        fac = [1]
        facinv = [1]
        for i in range(1, n + 1):
            fac.append(fac[i - 1] * i % self.mod)
            facinv.append(facinv[i - 1] * self.modinv[i] % self.mod)
        return fac, facinv

    def make_modinv_list(self, n):
        # 0からnまでのmod逆元のリストを返す O(n)
        modinv = [0] * (n + 1)
        modinv[1] = 1
        for i in range(2, n + 1):
            modinv[i] = self.mod - self.mod // i * modinv[self.mod % i] % self.mod
        return modinv


def main():
    X, Y = map(int, input().split())
    if (X + Y) % 3 != 0:
        print(0)
        return
    a = (X + Y) // 3
    two = X - a
    if two < 0:
        print(0)
    cmb = Combination(a + 1)
    print(cmb(a, two))


if __name__ == ""__main__"":
    main()
","import sys


def input():
    return sys.stdin.readline().strip()


sys.setrecursionlimit(20000000)

MOD = 10**9 + 7
INF = float(""inf"")


class Combination:
    """"""
    O(n)の前計算を1回行うことで，O(1)でnCr mod mを求められる
    n_max = 10**6のとき前処理は約950ms (PyPyなら約340ms, 10**7で約1800ms)
    使用例：
    comb = Combination(1000000)
    print(comb(5, 3))  # 10
    """"""

    def __init__(self, n_max, mod=10**9 + 7):
        self.mod = mod
        self.modinv = self.make_modinv_list(n_max)
        self.fac, self.facinv = self.make_factorial_list(n_max)

    def __call__(self, n, r):
        if n < r:
            return 0
        return self.fac[n] * self.facinv[r] % self.mod * self.facinv[n - r] % self.mod

    def make_factorial_list(self, n):
        # 階乗のリストと階乗のmod逆元のリストを返す O(n)
        # self.make_modinv_list()が先に実行されている必要がある
        fac = [1]
        facinv = [1]
        for i in range(1, n + 1):
            fac.append(fac[i - 1] * i % self.mod)
            facinv.append(facinv[i - 1] * self.modinv[i] % self.mod)
        return fac, facinv

    def make_modinv_list(self, n):
        # 0からnまでのmod逆元のリストを返す O(n)
        modinv = [0] * (n + 1)
        modinv[1] = 1
        for i in range(2, n + 1):
            modinv[i] = self.mod - self.mod // i * modinv[self.mod % i] % self.mod
        return modinv


def main():
    X, Y = map(int, input().split())
    if (X + Y) % 3 != 0:
        print(0)
        return
    a = (X + Y) // 3
    two = X - a
    if two < 0:
        print(0)
        return
    if two == 0:
        print(1)
        return
    cmb = Combination(a + 1)
    print(cmb(a, two))


if __name__ == ""__main__"":
    main()
",0,No Error Output,0.990990990990991,0.9545022570681873,1.0,0.9836479744177534
p02862,"from sys import stdin, setrecursionlimit

setrecursionlimit(10**9)
INF = 1 << 60


def input():
    return stdin.readline().strip()


MOD = 1000000007
X, Y = map(int, input().split())

n = (X + Y) // 3
x = (2 * X - Y) // 3
y = (-X + 2 * Y) // 3
if (X + Y) % 3 or x < 0 or y < 0:
    print(0)
    exit()


def mod_com(n, k):
    if n < k:
        return 0
    if n < 0 or k < 0:
        return 0
    if k > n - k:
        k = n - k
    ans = 1
    for i in range(n - k + 1, n + 1):
        ans = ans * i % MOD

    inv = [0] * (k + 1)
    inv[1] = 1
    for i in range(2, k + 1):
        inv[i] = MOD - inv[MOD % i] * (MOD // i) % MOD
        ans = ans * inv[i] % MOD

    return ans


print(mod_com(n, x))
","from sys import stdin, setrecursionlimit

setrecursionlimit(10**9)
INF = 1 << 60


def input():
    return stdin.readline().strip()


MOD = 1000000007
X, Y = map(int, input().split())

n = (X + Y) // 3
x = (2 * X - Y) // 3
y = (-X + 2 * Y) // 3
if (X + Y) % 3 or x < 0 or y < 0:
    print(0)
    exit()


def mod_com(n, k):
    if n < k:
        return 0
    if n < 0 or k < 0:
        return 0
    if k > n - k:
        k = n - k
    if k == 0:
        return 1
    ans = 1
    for i in range(n - k + 1, n + 1):
        ans = ans * i % MOD

    inv = [0] * (k + 1)
    inv[1] = 1
    for i in range(2, k + 1):
        inv[i] = MOD - inv[MOD % i] * (MOD // i) % MOD
        ans = ans * inv[i] % MOD

    return ans


print(mod_com(n, x))
",0,No Error Output,0.9855072463768116,0.9866273171631468,0.9952064156532288,0.989722935323279
p02862,"MOD = 10**9 + 7


def prepare(n):
    global MOD
    modFacts = [0] * (n + 1)
    modFacts[0] = 1
    for i in range(n):
        modFacts[i + 1] = (modFacts[i] * (i + 1)) % MOD

    invs = [1] * (n + 1)
    invs[n] = pow(modFacts[n], MOD - 2, MOD)
    for i in range(n, 1, -1):
        invs[i - 1] = (invs[i] * i) % MOD

    return modFacts, invs


X, Y = map(int, input().split())
if (X + Y) % 3 == 0:
    p = (2 * Y - X) // 3
    q = (2 * X - Y) // 3
    n = p + q
    r = min(p, q)
    modFacts, invs = prepare(n)
    ans = (modFacts[n] * invs[n - r] * invs[r]) % MOD
else:
    ans = 0

print(ans)
","MOD = 10**9 + 7


def prepare(n):
    global MOD
    modFacts = [0] * (n + 1)
    modFacts[0] = 1
    for i in range(n):
        modFacts[i + 1] = (modFacts[i] * (i + 1)) % MOD

    invs = [1] * (n + 1)
    invs[n] = pow(modFacts[n], MOD - 2, MOD)
    for i in range(n, 1, -1):
        invs[i - 1] = (invs[i] * i) % MOD

    return modFacts, invs


X, Y = map(int, input().split())
if (X + Y) % 3 == 0 and 2 * Y - X >= 0 and 2 * X - Y >= 0:
    p = (2 * Y - X) // 3
    q = (2 * X - Y) // 3
    n = p + q
    r = min(p, q)
    modFacts, invs = prepare(n)
    ans = (modFacts[n] * invs[n - r] * invs[r]) % MOD
else:
    ans = 0

print(ans)
",0,No Error Output,0.9583333333333334,0.9589738369133666,0.9830154776573181,0.9683983421369371
p02862,"import sys

X, Y = map(int, input().split())

# 直交座標に直す
if (2 * X - Y) % 3 != 0 or (2 * Y - X) % 3 != 0:
    print(0)
    sys.exit()
x, y = (2 * X - Y) // 3, (2 * Y - X) // 3


def comb_inv(n, k, mod):
    f = [1 for _ in range(n + 1)]
    inv = [1 for _ in range(n + 1)]
    finv = [1 for _ in range(n + 1)]

    for i in range(2, n + 1):
        f[i] = f[i - 1] * i % mod
        inv[i] = mod - inv[mod % i] * (mod // i) % mod
        finv[i] = finv[i - 1] * inv[i] % mod
    return f[n] * (finv[k] * finv[n - k] % mod) % mod


print(comb_inv(x + y, x, 10**9 + 7))
","import sys

X, Y = map(int, input().split())

# 直交座標に直す
if X > 2 * Y or Y > 2 * X or (2 * X - Y) % 3 != 0 or (2 * Y - X) % 3 != 0:
    print(0)
    sys.exit()
x, y = (2 * X - Y) // 3, (2 * Y - X) // 3


def comb_inv(n, k, mod):
    f = [1 for _ in range(n + 1)]
    inv = [1 for _ in range(n + 1)]
    finv = [1 for _ in range(n + 1)]

    for i in range(2, n + 1):
        f[i] = f[i - 1] * i % mod
        inv[i] = mod - inv[mod % i] * (mod // i) % mod
        finv[i] = finv[i - 1] * inv[i] % mod
    return f[n] * (finv[k] * finv[n - k] % mod) % mod


print(comb_inv(x + y, x, 10**9 + 7))
",0,No Error Output,0.9710144927536232,0.9732159938779414,0.9840288758277893,0.9768806963205852
p02862,"from functools import reduce


def modcombination(n, k, mod):
    # nCk % mod
    num = reduce(lambda x, y: x * y % mod, range(n, n - k, -1))
    den = reduce(lambda x, y: x * y % mod, range(1, k + 1))
    return num * pow(den, mod - 2, mod) % mod


if __name__ == ""__main__"":
    MOD = 10**9 + 7
    x, y = map(int, input().split())
    if (x + y) % 3 != 0:
        print(0)
        exit(0)

    m = (2 * x - y) // 3
    n = x - (2 * m)
    if n < 0 or m < 0:
        print(0)
        exit(0)
    print(modcombination(n + m, n, MOD) % MOD)
","from functools import reduce


def modcombination(n, k, mod):
    # nCk % mod
    num = reduce(lambda x, y: x * y % mod, range(n, n - k, -1))
    den = reduce(lambda x, y: x * y % mod, range(1, k + 1))
    return num * pow(den, mod - 2, mod) % mod


if __name__ == ""__main__"":
    MOD = 10**9 + 7
    x, y = map(int, input().split())
    if (x + y) % 3 != 0:
        print(0)
        exit(0)

    m = (2 * x - y) // 3
    n = x - (2 * m)
    if n < 0 or m < 0:
        print(0)
        exit(0)
    if n == 0 or m == 0:
        print(1)
        exit(0)
    print(modcombination(n + m, n, MOD) % MOD)
",0,No Error Output,0.9838709677419355,0.950716193250789,0.9932833909988403,0.9776895046973535
